,title,keywords,abstract,eprintid,uri,creators,year,CN_SECURITY,CN_INFRA_WEB_INET,CN_NIRCABLE,CN_NETWORK_PLAN_IMPL,CN_IOT
662,"ANALISIS DAN KONFIGURASI MANAJEMEN BANDWIDTH 
PADA PC ROUTER DI KUJIRA GAMENET","Manajemen bandwidth, Quality of Service, router access point, router
mikrotik, winbox, simple queue","Penggunaan bandwidth pada sebuah jaringan seringkali kurang 
dimanfaatkan secara lebih optimal. Hal ini dapat disebabkan oleh adanya satu atau
lebih pengguna (client) yang menghabiskan kapasitas bandwidth dalam sebuah
jaringan sepert download, upload, streaming, game online, dan aplikasi-aplikasi
yang dapat menyita banyak kapasitas bandwidth. Jaringan internet seperti di Kujira
Gamenet sering terjadi monopoli bandwidth antar client karena mengguanakn
router yang bertipe Access Point. Permasalahan penelitian ini adalah bagaimana
cara pembagian bandwidth secara merata dan cara mengkonfigurasi manajemen
bandwidth pada jaringan dengan router mikrotik menggunakan metode simple
queue. 
 
Penelitian ini dilakukan mulai dari menganalisis QoS (Quality of Service), 
pengumpulan data dan langsung meninjau pada Kujira Gamenet tersebut. Sehingga
manajemen yang didapat dengan menggunakan metode simple queue pada mikrotik
menggunakan winbox dapat dibagi secara merata pada jumlah bandwidth setiap ip
client dengan membatasi jumlah bandwidth upload dan download.  
 
Kesimpulan hasil penelitian adalah manajemen bandwidth menggunakan 
metode simple queue pada router mikrotik sangat mempengaruhi koneksi upload
dan download pada client. Maka, pembagian bandwidth yang telah dianalisis
dengan QoS (Quality of Service) dapat dimaksimalkan secara merata dengan
menggunakan router mikrotik.",4064,http://eprints.amikom.ac.id/id/eprint/4064,"[{'nim': '15.11.9338', 'name': {'family': 'Iqbal', 'given': 'Aries Moch.', 'lineage': None, 'honourific': None}}]",2019,0,0,1,0,0
663,"PERANCANGAN JARINGAN HOTSPOT BERBASIS CAPTIVE PORTAL
DAN MANAJEMEN BANDWIDTH MENGGUNAKAN
METODE PCQ DI LAZY PARK
YOGYAKARTA","hotspot, bandwidth, captive portal, pcq, internet, jaringan","Lazy Park merupakan salah satu kafe berlokasi di ringroad utara 
Yogyakarta. Kafe ini menyediakan layanan hotspot untuk pelanggan yang ingin
memakai layanan internet yang ada. Fasilitas internet ini bertujuan untuk
membuat pelanggan lebih menikmati suasana yang ada dan fasilitas yang dimiliki
kafe Lazy Park Yogyakarta.
 
Penulis mencoba menganalisa permasalahan yang ada dengan melakukan 
observasi pada objek. Penulis menemukan permasalahan bada pengelolaan
jaringan yang ada pada kafe, dimana tidak adanya pembagian bandwidth yang
merata untuk setiap pengguna layanan hotspot. Sehingga akses jaringan internet
pada kafe menjadi lambat jika terlalu banyak pengguna layanan hotspot pada kafe
lazy park Yogyakarta.
 Untuk mengatasi permasalahan diatas dibutuhkan manajemen bandwidth
untuk mengelola jaringan yang ada sehingga pembagian jaringan dapat merata ke
setiap pengguna layanan jaringan yang ada. Penulis menggunakan metode PCQ
untuk manajemen bandwidth dan menambahkan captive portal sebagai sarana
otentikasi sekaligus sebagai media promosi pada halaman login captive portal.",4200,http://eprints.amikom.ac.id/id/eprint/4200,"[{'nim': '15.11.8901', 'name': {'family': 'Jehabut', 'given': 'Yulius Ekildus', 'lineage': None, 'honourific': None}}]",2019,0,0,1,0,0
664,"IMPLEMENTASI MANAJEMEN BANDWIDTH MENGGUNAKAN
MIKROTIK DENGAN METODE HTB (HIERARCHICAL
TOKEN BUCKET) DI SMP NEGERI 1 NGLUWAR","Bandwidth, Quality of Service (QoS), Wi-Fi","Hotspot atau yang lebih dikenal dengan jaringan Wi-Fi telah menjadi
kebutuhan dasar dan menjadi gaya hidup  baru masyarakat. SMP Negeri 1 Ngluwar
telah memiliki jaringan wireless namun belum ada yang memenajemen jaringan ini.
Jaringan SMP Negeri 1 Ngluwar diperuntukkan untuk Kepala Sekolah, Guru, dan
Karyawan. Pada jaringan SMP Negeri 1 Ngluwar ini belum adanya pembatasan
dalam penggunaan bandwidth sehingga pembagian bandwidth menjadi tidak rata. 
Pemilihan alat serta teknik implementasi sangat diperlukan untuk
mengoptimalkan jaringan komputer. Parameter yang mempengaruhi performa
jaringan komputer adalah QoS (Quality of Service) dengan parameter diantaranya
adalah delay, throughput, jitter, dan packet loss. Pada penelitian ini telah dilakukan
pengukuran awal terhadap bandwidth yang diterimam dan nilai parameter QoS di
ruang guru dan lab komputer menggunakan speedtest dan aplikasi wireshark. Nilai
pengukuran awal akan dijadikan bahan perbandingan setelah implementasi
manajemen bandwidth pada jaringan SMP Negeri 1 Ngluwar. 
Dalam penelitian ini penulis berhasil membuktikan bahwa manajemen
bandwidth dapat meningkatkan performa jaringan komputer pada SMP Negeri 1
Ngluwar. Implementasi bandwidth menggunakan metode HTB (Hierarchical Token
Bucket) dapat membagi bandwidth dengan optimal pada setiap perangkat yang
terhubung.",4276,http://eprints.amikom.ac.id/id/eprint/4276,"[{'nim': '15.11.9064', 'name': {'family': 'Kuswandari', 'given': 'Ria Ade', 'lineage': None, 'honourific': None}}]",2019,0,0,1,0,0
665,"PENERAPAN LOAD BALANCING UNTUK OPTIMALISASI JARINGAN
DI KONTRAKAN PUTRA DELIMA MENGGUNAKAN METODE NTH","Load Balancing, Internet, MikroTik, NTH, Mikrotik RouterOS,
SpeedTest, Android, LTE","Load Balancing merupakan salah satu cara untuk menggabungkan dua 
koneksi jaringan menjadi satu. Dalam pengujian kali ini  masalah yang muncul
pada ISP memiliki koneksi yang tidak stabil dengan demikian penggabungan
koneksi antara ISP dengan menggunakan koneksi LTE. Solusi yang dapat
dilakukan untuk mengatasi kendala tersebut yaitu dengan menerapkan teknik load
balancing yang berfungsi untuk membagi dan menyeimbangkan beban trafik pada
dua atau lebih jalur koneksi yang ada.
Dalam penelitian ini perangkat lunak seperti Mikrotik RouterOS
digunakan untuk pengujian load balancing. Pengujian yang dilakukan
menggunakan metode NTH sebagai metode yang digunakan. Implementasi yang
dilakukan dengan menggunakan smartphone android yang terkoneksi dengan
akses point lalu mengujinya dengan software speedtest untuk mendapatkan data.
Hasil yang diperoleh dari penelitian ini adalah meningkatkan kapasitas
bandwidth untuk akses internet karena dua gateway yang tersedia dapat digunakan
secara bersamaan. Hal tersebut dikarenakan metode NTH adalah metode load
balancing yang dapat melakukan pembagian beban trafik pada dua jalur gateway
secara beraturan. Bersamaan dengan hal itu informasi yang diperoleh adalah
perbandingan pengujian yang dilakukan sebelum menggunakan load balancing
dan sesudah menggunakan load balancing.",4203,http://eprints.amikom.ac.id/id/eprint/4203,"[{'nim': '14.11.7750', 'name': {'family': 'Maulana', 'given': 'Achmad', 'lineage': None, 'honourific': None}}]",2019,0,0,1,0,0
666,"OPTIMALISASI JARINGAN WIRELESS DENGAN QUEUE TREE DAN
PER CONNECTION QUEUE SERTA RADIUS SERVER DI SMAN 2
KLATEN","Queue Tree, Per Connection Queue, Bandwidth, Jaringan, Wireless
Distribution System.","Pada era globalisasi, teknologi informasi dan komunikasi berkembang sangapesat. Hal tersebut berdampak dengan dunia pendidikan. Proses belajar mengajarakan berjalan efektif dan efisien bila didukung dengan tersedianya media yanmenunjang. 
Dari observasi di SMA Negeri 2 Klaten didapati fasilitas penunjang sepertiketersediaan alat bantu ajar berbasis ICT seperti komputer dan laptop ataupun
smartphone sudah mencukupi. Namun, terdapat masalah pada penggunaan jaringainternet yang tidak merata untuk para siswa, juga untuk guru dan karyawapembagian penggunaan bandwidith juga tidak diatur, sehingga sering terjadi
masalah seperti tidak dapat terhubung ke jaringan internet. 
Berdasarkan permasalahan ini, peneliti ingin membuat suatu solusi
pembagian penggunaan jaringan internet untuk guru, karyawan, dan siswa agaproses belajar mengajar berjalan dengan lebih lancar. Solusi yang diusulkan peneliadalah dengan memuat pembagian bandwidth dengan metode queue tree dan peconnection queue juga menambahkan manajemen user menggunakan WDS(Wireless Distribution system) guna menambah keamanan penggunaan jaringan.",4107,http://eprints.amikom.ac.id/id/eprint/4107,"[{'nim': '15.11.9073', 'name': {'family': 'Pangestu', 'given': 'Muhammad Radiq Binar', 'lineage': None, 'honourific': None}}]",2019,0,0,1,0,0
667,"ANALISIS QOS (QUALITY OF SERVICE) JARINGAN NIRKABEL
PADA SMP NEGERI 3 GODEAN DENGAN MENGGUNAKAN
METODE HIERARCIAL TOKEN BUCKET (HTB)","NDLC, Quality of Service, HTB, Bandwith,  Download , Uplad
Jaringan, Nirkabel","SMP Negeri 3 Godean merupakan salah satu sekolah menengah pertama di 
daerah Godean yang menyediakan akses internet di jaringan nirkabel yang terbuka
dan dapat diakses seluruh murid-muridnya, namun karena belum adanya hardware
yang cukup tinggi untuk melakukan manajemen bandwith terkadang akses internet
tidak menjadi stabil karena membeludaknya murid yang menggunakan akses
internet di jam-jam tertentu sehingga mempengaruhi  kualitas di jaringan tersebut. 
Pada skripsi ini, penulis mencoba untuk menganalisis pokok-pokok
permasalahan yang terjadi pada jaringan nirkabel di SMP Negeri 3 Godean dengan
menggunakan metode NDLC untuk metode pengembapngan sistem dan melakukan
analisis QOS untuk mengetahui nilai kualitas jaringan nirkabel tersebut dan 
diperoleh kesimpulan masalah tersebut dapat selesai dengan menggunakan
Hierarchical Token Bucket (HTB) .  
Dengan menggunakan Hierarchical Token Bucket (HTB) bandwidth akan
diberikan dan disesuaikan dengan prioritas pengguna koneksinya. Penelitian ini
juga akan membandingkan hasil QOS awal sebelum HTB dengan QOS akhir
setelah dilakukan HTB untuk manajemen bandwith-nya dan akan di uji dengan
mencoba melakukan download dan upload, setelah itu dihitung troughput, jitter dan
delay dan akan didapatkan nilai QOS untuk menetukan kualitas nirkabel di SMP
Negeri 3 Godean.",4337,http://eprints.amikom.ac.id/id/eprint/4337,"[{'nim': '15.11.8685', 'name': {'family': 'Pratama', 'given': 'Richo Dea', 'lineage': None, 'honourific': None}}]",2019,0,0,1,0,0
668,"ANALISIS MANAJEMEN JARINGAN PADA 
 SD MUHAMMADIYAH PRAMBANAN","Internet, Jaringan, Bandwidht, Pendidikan","Pada saat ini internet sudah menjadi kebutuhan disemua bidang, tak
terkecuali di bidang pendidikan. Yang dimana kita dapat menemukan ilmu-ilmu
atau bahan pembelajaran baik itu berupa tulisan ataupun gambar. Maka di era
sekarang hampir setiap sekolah memiliki koneksi internet yang di pergunakan
guru ataupun siswa untuk dipergunakan dalam hal pembelajaran dan pencarian
bahan pembelajaran. Begitu juga dengan SD Muhammadiyah Prambanan yang
juga memiliki koneksi internet tersebut. Penerapan sertas penggunaan yang tepat
sangat berpengaruh apada sistem jaringan komputer di dalamnya. 
SD Muhammadiyah Prambanan memiliki jaringan internet didalamnya
yang mana jaringan tersebut dipergunakan oleh para guru untuk mencari bahan
pembelajaran untuk proses belajar mengajar dan SD Muhammadiyah Prambanan 
juga memiliki laboraturim komputer yang mana didalamnya terdapat sejumlah pc 
dan laptop. Dimana jaringan tersebut belum dilengkapi dengan pembagian
bandwidth atau manajemen bandwidth didalamnya, sehingga koneksi disana
terjadi ketidak seimbangan bandwidth yang didapat setiap user. 
Penerapan manajemen bandwidth perlu di SD Muhammadiyah Prambanan
sehingga pembagian banwidth dapat diatur sesuai kebutuhan. Penerapan
manajamen banwidht diharapkan dapat mengontrol pembagian banwidht didalam
SD Muhammadiyah Prambanan. Dengan begitu banwidth dapat diatur sesuai
kebutuhan.",4136,http://eprints.amikom.ac.id/id/eprint/4136,"[{'nim': '12.11.5862', 'name': {'family': 'Putra', 'given': 'Muhammad Airandika', 'lineage': None, 'honourific': None}}]",2019,0,0,1,0,0
669,"Optimalisasi Jaringan Wireless dan Analisis Quality of Service (QoS)
Menggunakan Metode Hierarchical Token Bucket (HTB)
Pada Mistake Shop","Hierarchial Token Bucket, Quality of Service, MikroTik","Masalah terpenting dari jaringan internet salah satunya adalah habisnya 
sumberdaya jaringan dan bandwidth oleh sejumlah pengguna tertentu sementara
pengguna-pengguna yang lain tidak dapat memperoleh layanan yang semestinya
mereka dapatkan. Untuk menanggulangi hal tersebut perlu diterapkannya traffic
control dan sistem pengaturan bandwidth pada router.
Metode Hierarchical Token Bucket (HTB) merupakan salah satu metode
yang digunakan untuk mengoptimalkan jaringan dari segi manajemen bandwidth.
Metode HTB ini memberikan kemudahan pemakaian dengan teknik peminjaman
dan implementasi pembagian trafik yang lebih akurat serta dapat memudahkan
pengelola jaringan dalam mengalokasikan bandwidth, membagi sesuai kebutuhan
serta menjamin kualitas jaringan yang berbasis wireless, sehingga tidak terjadi
rebutan bandwidth antar client karena sudah dilakukan manajemen pada setiap
client.
Hasil yang didapatkan adalah dapat dilihat bahwa kualiatas jaringan
dengan menggunakan metode antrian HTB (Hierarchical Token Bucket) lebih
optimal, hal ini dikarenakan semua client akan mendapatkan kuota bandwidth
sesuai dengan rule yang diterapkan pada bandwidth management.",4170,http://eprints.amikom.ac.id/id/eprint/4170,"[{'nim': '15.11.8972', 'name': {'family': 'Putra', 'given': 'Rubby Septian Hadi', 'lineage': None, 'honourific': None}}]",2019,0,0,1,0,0
670,"ANALISIS PERBANDINGAN MANAJEMEN BANDWIDTH DENGAN
METODE QUEUE SIMPLE DAN QUEUE TREE PADA JARINGAN
KOMPUTER DENGAN ROUTER MIKROTIK 
DI TOKO SHOPPINGMERCH","Manajemen Bandwidth, Akses Internet, Simple Queue, Queue
Tree","Kemajuan teknologi kini sudah sangat berkembang, semua informasi dan
kemudahan dapat dengan mudah didapatkan. Namun kemudahan dalam teknologi
tidak selalu dimanfaatkan dengan optimal, tidak sedikit para pengguna jaringan
internet skala besar maupun kecil tidak tahu manajemen terhadap bandwidth yang
mereka gunakan setiap hari. 
Saat ini sudah banyak provider atau layanan penyedia jasa internet, baik
yang skala nasional maupun internasional. Sehingga industri perangkat keras
ataupun perangkat lunak juga sudah banyak sekali kita temui dimana saja. Tentu
saja industri di bidang tekneologi informatika sangat membantu sekali untuk kita
melakukan banyak hal, salah satunya adalah untuk mengoptimalisasi kinerja
internet ataupun manajemen bandwidth terhadap jaringan yang kita miliki. 
Perlunya manajemen yang bagus untuk mendapatkan hasil yang
memuaskan. Salah satu manajemen Bandwidth yang bisa kita gunakan adalah
Simple Queue dan Queue Tree pada Router Board Mikrotik. Sehingga ketika
mengakses internet kapanpun bisa berjalan lancar tanpa ada gangguan. Pembagian
bandwidth yang rata akan menjadikan akses internet yang lebih stabil dan lancar.",4216,http://eprints.amikom.ac.id/id/eprint/4216,"[{'nim': '14.11.7865', 'name': {'family': 'Ramadhan', 'given': 'Azwar', 'lineage': None, 'honourific': None}}]",2019,0,0,1,0,0
671,"IMPLEMENTASI PENGAMANAN JARINGAN DAN MANAJEMEN
BANDWIDTH DENGAN METODE CAPTIVE PORTAL, QUEUE TREE,
DAN PCQ MENGGUNAKAN RB 750 PADA AMKS PANGERAN
ANTASARI YOGYAKARTA","Manajemen Bandwidth, Queue Tree, PCQ, Network, Browsing","Pada Asrama Mahasiswa Kalimantan Selatan Pangeran Antasari Yogyakarta 
biasanya menggunakan jaringan internet sendiri yang ada pada Smartphone 
padahal pada asrama sendiri memiliki jaringan internet dengan Bandwidth yang 
cukup besra sehingga dapat digunakan dalam membantu untuk mengerjakan tugas 
akademik. 
Akan tetapi, karena digunakan secara bersamaan dan setiap User yang login 
tidak memiliki batasan Bandwidth maka ketika dipakai secara bersamaan 
digunakan untuk Browsing ataupun Streaming maka terjadi gangguan terhadap 
jaringan yaitu lost koneksi sehingga jadi terganggu. Untuk mengatasi hal itu 
dibutuhkan manajemen Bandwidth menggunakan Queue Tree dan Peer 
Connection Queue (PCQ) agar Bandwidth yang ada ketika user login maupun 
untuk digunakan dan Streaming tidak mengalami gangguan lagi. 
Untuk menerapkan manajemen Bandwidth menggunakan Queue Tree dan 
Peer Connection Queue (PCQ) maka dilakukan beberaoa tahapan penelitian 
menggunakan metode Network Development Life Cycle (NDLC) yaitu Analisi, 
Perancangan, Simulasi, Implementasi, dan Pengawasan. Manajement Bandwidth 
menggunakan metode Queue Tree dan Peer Connection (PCQ) diharapkan dapat 
mengatasi permasalahan jaringan asrama.",4226,http://eprints.amikom.ac.id/id/eprint/4226,"[{'nim': '14.11.8247', 'name': {'family': 'Saputro', 'given': 'Prasetyo Wibowo Hendro', 'lineage': None, 'honourific': None}}]",2019,0,0,1,0,0
672,"ANALISIS DAN PENGUJIAN PERBANDINGAN MANAJEMEN
BANDWIDTH MENGGUNAKAN PCQ DALAM SIMPLE QUEUE DAN
QUEUE TREE DI CAFE GEROBAK KOPI JENGGO","PCQ, quality of service, mikrotik, manajemen bandwidth, simple
queue, queue tree","Melihat kebutuhan internet yang meningkat maka Cafe Gerobak Kopi 
Jenggo berinisiatif memfasilitasi layanan free wifi sebagai salah satu memancing
konsumen. Namun kebutuhan user  yang beragam menuntut disediakan
performansi layanan internet yang baik. Oleh karena itu diperlukan suatu
manajemen bandwidth  yang dapat menjamin kualitas layanan jaringan bagi user
dan dapat membagi bandwidth secara merata pada setiap koneksi yang terhubung,
manajemen bandwidth dapat dilakukan dengan routerOS mikrotik dan salah satu
fitur yang dapat digunakan adalah Per Connection Queue (PCQ) yang dapat di
terapkan pada simple queue maupun queue tree.
 
Pada skripsi ini PCQ dipilih sebagai manajemen bandwidth, kemudian 
dilakukan perbandingan performansi PCQ pada metode simple queue dan queue
tree untuk menentukan manajemen bandwidth yang baik digunakan pada jaringan
Cafe Gerobak Kopi Jenggo. Metode penelitian menggunakan PPDIOO dan
analisa yang digunakan adalah Quality of Service (QoS) yang mencakup
pengujian throughput, delay, jitter, dan packet loss.
 
Dari hasil pengujian penerapan PCQ pada simple queue dan queue tree 
keduanya dapat membagi bandwidth secara merata dan dapat mengatasi masalah
yang terjadi pada jaringan Cafe Gerobak Kopi Jenggo. Pada pengujian delay,
jitter, dan packet loss, hasil yang didapat PCQ queue tree lebih baik. Hasil ratarata

dari semua pengujian QoS pada kedua metode tidak jauh berbeda, namun
secara garis besar penerapan PCQ queue tree lebih baik dari PCQ simple queue
dan dapat menjadi pilihan untuk manajemen bandwidth di Cafe Gerobak Kopi
Jenggo.",4271,http://eprints.amikom.ac.id/id/eprint/4271,"[{'nim': '15.11.8939', 'name': {'family': 'Sedayu', 'given': 'Lutfi Ari', 'lineage': None, 'honourific': None}}]",2019,0,0,1,0,0
673,"ANALISIS DAN PERANCANGAN MANAJEMEN BANDWIDTH
DENGAN MODEL PER CONNECTION QUEUE (PCQ)
MENGGUNAKAN ROUTERBOARD MIKROTIK
DI HATEX JOGJA","Manajemen Bandwidth, Quality of Service (QoS), Per connection 
queue (PCQ), Queue tree","Manajemen atau kontrol terhadap jaringan internet ini sangat diperlukan 
terutama terhadap penggunaan bandwidth. bandwidth menjadi bagian yang paling 
penting saat kita berselancar di internet, sebab bandwidth-lah yang menentukan 
kecepatan akses di internet dan untuk mengontrol penggunaan internet itu sendiri. 
Hatex Jogja menggunakan internet untuk kebutuhan Promosi dan 
Marketing-nya. Dalam penggunaannya, jumlah pemakai wifi di kantor sering 
berubah-ubah, dan ketika ada yang melakukan download, koneksi wifi-nya menjadi 
tidak stabil.  
pada sebuah jaringan yang mempunyai banyak client, diperlukan sebuah  
mekanisme pengaturan bandwidth dengan tujuan mencegah terjadinya monopoli 
penggunaan bandwidth sehingga semua client bisa mendapatkan jatah bandwidth 
masing-masing. Salah satu fitur mikrotik yang dapat digunakan untuk mengatasi 
permasalah ini adalah dengan PCQ. PCQ merupakan salah satu cara melakukan 
manajemen bandwidth yang cukup mudah dimana PCQ bekerja dengan sebuah 
algoritma yang akan membagi bandwidth secara merata ke sejumlah client yang 
aktif.",4241,http://eprints.amikom.ac.id/id/eprint/4241,"[{'nim': '15.11.8993', 'name': {'family': 'Setiawan', 'given': 'Yosua Ronald', 'lineage': None, 'honourific': None}}]",2019,0,0,1,0,0
674,"ANALISA, PERANCANGAN, DAN IMPLEMENTASI FITUR MIKROTIK
UNTUK MENINGKATKAN PERFORMA JARINGAN 
MENGGUNAKAN STANDAR QOS","PCQ, Bandwidth, manajemen bandwidth, QoS","Internet adalah teknologi yang dapat menghubungkan semua orang
di mana saja. Tidak diragukan lagi internet membantu kita mendapatkan sesuatu
dilakukan dengan cepat mulai dari mencari informasi, mengirim atau
menerima informasi, bermain game dan bahkan mengambil
hal-hal dari internet.
Sebagai pengguna internet tentunya ingin yang baik dan
akses internet yang memuaskan tentunya. Tetapi dalam penggunaan
internet tidak semuanya berjalan lancar, sering kita jumpai
beberapa masalah saat menjelajah, mengunduh, atau
bermain permainan. Masalah yang biasa adalah ketika 2 atau lebih
akses yang berbeda antara browsing dan game online
pada jaringan yang sama, antara keduanya dapat mengganggu
dengan satu sama lain.
Queue Tree yang merupakan fitur di Mikrotik
Routerboard, dapat membatasi bandwidth berdasarkan grup
bahkan secara hierarkis dan harus menggunakan fitur mangle
di Firewall jika Anda akan menggunakan Queue Tree menggunakan
model PCQ sehingga setiap klien bisa mendapatkan bandwidth
merata, saat mengaplikasikannya.",3169,http://eprints.amikom.ac.id/id/eprint/3169,"[{'nim': '13.11.7498', 'name': {'family': 'Vicky', 'given': 'Antonius Nong', 'lineage': None, 'honourific': None}}]",2019,0,0,1,0,0
675,"IMPLEMENTASI METODE SIMPLE QUEUE DAN AUTHENTIKASI
CAPTIVE PORTAL UNTUK ANTISIPASI PENYALAHGUNAAN 
PENGGUNAAN BANDWIDTH DAN USER ASING DI SDN 2 DODOGAN","Management Bandwidth, Captive Portal, Mikrotik, Hotspot,
PPDIOO","Hotspot atau yang lebih dikenal dengan jaringan Wi-Fi telah menjadi kebutuhan
dasar dan menjadi gaya hidup baru masyarakat. SDN 2 Dodogan telah memiliki
jaringan wireless namun belum ada yang memanajemen jaringan ini. Jaringan
SDN 2 Dodogan ini diperuntukkan untuk Kepala Sekolah, Guru, dan Karyawan.
Pada jaringan SDN 2 Dodogan ini belum adanya pembatasan dalam penggunaan
bandwidth sehingga pembagian bandwidth menjadi tidak rata. Selain itu
keamanan jaringan tersebut masih rendah, mereka hanya menggunakan password
statis. 
Tidak adanya pembagian bandwidth dalam sebuah jaringan akan membuat
pembagian bandwidth tersebut menjadi tidak rata. Hal seperti ini, akan terjadi
penguasa bandwidth dalam satu user saja. Selanjutnya, jaringan yang masih
menggunakan password statis dapat menyebabkan user asing dapat mengakses
jaringan tanpa izin.  
Berdasarkan masalah yang ada, peneliti akan memanajemen bandwidth SDN 2
Dodogan dengan menggunakan metode Simple Queue agar bandwidth yang
tersedia dapat langsung terbagi dengan user yang ada. Metode ini juga akan
menggunakan PCQ agar bandwidth yang terbagi dengan user menjadi sama rata.
Selanjutnya, masalah keamanan jaringannya akan digunakan Captive Portal
sebagai login portal untuk user yang ingin menggunakan jaringan di SDN 2
Dodogan. Kepala Sekolah, Guru, dan Karyawan akan diberikan masing-masing
username dan password.",4023,http://eprints.amikom.ac.id/id/eprint/4023,"[{'nim': '15.11.9099', 'name': {'family': 'Viktory', 'given': 'Ardi Hender', 'lineage': None, 'honourific': None}}]",2019,0,0,1,0,0
676,"IMPLEMENTASI METODE PCQ DAN QUEUE TREE UNTUK
MANAJEMEN BANDWIDTH PADA SMA N 1 KARANGDOWO KLATEN","PCQ ( Peer Connection Queue ), Queue Tree","SMA NEGRI 1 Karangdowo adalah salah satu sekolah unggulan yang sangat
difavoritkan yang berada di Jl Sentono Karangdowo, Klaten, Kota Klaten, Jawa
Tengah dimana instansi pendidikan yang sudah menerapkan internet dalam proses
belajar mengajarnya, akan tetapi proses belajar belajar sering terganggu karena
koneksi yang dimiliki lambat dan kadang kala siswa yang hendak akan
menggunakan tidak bisa terhubung dalam koneksi tersebut karena jumlah siswa/i
lebih banyak dari jumlah bandwidth yang dimiliki.  
Dari permasalah diatas penelitian diharapkan memberi solusi terhadap
permasalahan yang ada pada SMA N1 Karangdowo dengan menggunakan teknik
yaitu PCQ dan Queue Tree. Dimana penerapan PCQ dan Queue Tree sendiri akan
membentuk sebuah rule dimana semua siswa yang terkoneksi pada jaringan tersebut
mendapatkan kapasitas bandwidth yang sama, sehingga tidak akan lagi dimana
salah satu siswa mendapatkan jumlah bandwidth yang lebih besar dari yang lainnya. 
Hasil yang diharapkan dari penelitian ini adalah koneksi yang stabil dan
pendistribusian bandwidth yang sesuai rule kebutuhan sehingga semua siswa
mendapatkan hasil yang sama pada saat terkoneksi pada jaringan tersebut, sehingga
semua siswa dapat terhubung dan dapat melanjutkan tugasnya.",2655,http://eprints.amikom.ac.id/id/eprint/2655,"[{'nim': '15.11.8591', 'name': {'family': 'Agusta', 'given': 'Pradita Sony', 'lineage': None, 'honourific': None}}]",2020,0,0,1,0,0
677,"ANALISIS DAN IMPLEMENTASI MANAJEMEN USER DAN
MANAJEMEN BANDWIDTH MENGGUNAKAN QUEUE
TREE DAN PER CONNECTION QUEUE DI
PHYSICAL FITNESS JOGJA","QoS (Quality of Service), PCQ (Per Connection Queue), Queue
Tree, Management Bandwidth, Management User","Penggunaan jaringan internet yang di Physical Fitness Jogja belum ada
proses pemerataan pembagian bandwidth. Oleh karena itu, untuk menghindari
alokasi bandwidth yang tidak merata, maka dibutuhkan suatu metode antrian yang
dapat membagi pemerataan bandwidth untuk menjamin kualitas layanan internet
tersebut.
Dalam mengatasi masalah tersebut diperlukan manajemen bandwidth
dengan menggunakan metode PCQ (Per Connection Queue) denan fitur Queue
Tree dan QoS (Quality of Service) agar memberikan jaminan layanan internet
kepada pengguna dan dapat dibagi rata sehingga tidak saling rebutan bandwidth.
Hasil dari penggunaan manajemen bandwidth dengan menggunakan
metode PCQ (Per Connection Queue) dengan fitur Queue Tree dan QoS (Quality
of Service) lebih optimal dibandingkan tidak menggunakan manajemen bandwidth,
karena bandwidth telah dikonfigurasi sesuai aturan-aturan dalam penggunaan
manajemen bandwidth.",2718,http://eprints.amikom.ac.id/id/eprint/2718,"[{'nim': '16.11.0797', 'name': {'family': 'Akbar', 'given': 'M. Yoga Haidil', 'lineage': None, 'honourific': None}}]",2020,0,0,1,0,0
678,"OPTIMALISASI QOS (QUALITY OF SERVICE) MANAJEMEN
BANDWIDTH PADA KAFE DAPUR OMA","HTB (Hierarchical Token Bucket), QOS (Quality Of Service), AR 
(Action Research)","Pada era modern sekarang ini sudah tak jarang lagi ditemui  kafe atau
tempat makan dengan fasilitas internet yang disediakan karena untuk memenuhi
kebutuhan transaksi dan juga merupakan sarana untuk menarik pengunjung untuk
datang. Kecepatan bandwidth yang disediakan juga berbeda antara kafe satu dengan
yang lainya sesuai dengan kemampuan kafe tersebut. Dapur Oma menyediakan
fasilitas akses internet dengan bandwidth 30 Mbps yang bisa digunakan seluruh
pengunjung dan karyawan untuk keperluan antara lain adalah browsing, upload,
streaming hingga melakukan download dengan berbagai ukuran.
Dengan melihat data yang ada pada fasilitas internet di Dapur Oma, masih
banyak kekurangan yang didapati seperti tidak meratanya pembagian bandwidth
sehingga diperlukan sistem untuk memanejemen bandwidth yang tersedia. Konsep
yang digunakan adalah HTB ( Hierarchical Token Bucket ) adalah dengan membuat
queue menjadi lebih terstruktur dengan melakukan pengelompokan seara
bertingkat, di bantu dengan firewall mangle.
Dalam penelitian ini parameter pengujian yang dipakai adalah Transfer rate,
Throughput, Delay, Packet Loss dan Jitter. Metode yang digunakan adalah AR
(Action Research). Produk yang dihasilkan berupa sistem konfigurasi mikrotik
HTB, dengan data yang diperoleh dari sistem yang baru sekarang ternyata lebih
baik.",2998,http://eprints.amikom.ac.id/id/eprint/2998,"[{'nim': '16.11.0585', 'name': {'family': 'Harobi', 'given': 'Yoga Rahmad', 'lineage': None, 'honourific': None}}]",2020,0,0,1,0,0
