,title,keywords,abstract,eprintid,uri,creators,year,SE_AI,SE_WEB,SE_MOBILE,SE_DB,SE_GAME,SE_DM
207,"ANALISIS METODE DOUBLE EXPONENTIAL SMOOTHING HOLT
UNTUK MEMPREDIKSI PENJUALAN MOBIL 
DI INDONESIA","Time Series, Prediksi, Double Exponential Smoothing, industri
Otomotif, Prediction, Otomotive industry","Salah satu industri terbesar di Indonesia adalah industri otomotif. Terlihat
dari bagaimana Indonesia menjadi pasar terbesar kendaraan bermotor di ASEAN.
Namun diawal tahun 2020, pandemi COVID-19 mulai masuk dan berdampak di
semua sektor industri Indonesia termasuk otomotif. Penjualan mobil ditahun 2020
mengalami penurunan yang cukup signifikan. 
Dibutuhkan suatu prediksi penjualan sehingga dapat memberikan gambaran
bagaimana pertumbuhan industri otomotif khususnya mobil di Indonesia ditengah
pandemi COVID-19. Dalam penelitian ini penulis menggunakan metode Double
Exponential Smoothing dari Holt untuk melihat bagaimana prediksi dan prospek
penjualan mobil di Indonesia dan pengujian akurasi menggunakan metode MAPE. 
Perhitungan DES Holt dengan nilai α 0,97 dan nilai β 0,08 menghasilkan uji
akurasi MAPE dengan nilai error sebesar 19.118 %, yang berarti masuk dalam
kategori baik untuk peramalan pada penelitian ini. Dari hasil peramalan, penjualan
pada tahun 2021 mencapai angka total penjualan sebesar 705.145. Mengalami
peningkatan dibanding total penjualan di tahun 2020 yang hanya sebesar 532.407.",1649,http://eprints.amikom.ac.id/id/eprint/1649,"[{'nim': '17.11.1254', 'name': {'family': 'Ivanda', 'given': 'Yan Gurin', 'lineage': None, 'honourific': None}}]",2021,0,0,0,0,0,1
208,"IMPLEMENTASI ALGORITMA APRIORI UNTUK MENENTUKAN
POLA PEMBELIAN PADA CUSTOMER 
(STUDI KASUS : TOKO BAKOEL SEMBAKO)","Data Mining, Algoritma Apriori","Data transaksi  suatu  toko  atau  swalayan    semakin  hari  semakin 
bertambah banyak, namun terkadang pada sebuah toko atau swalayan data
tersebut dibiarkan  tanpa  ada  pemanfaatan lebih  lanjut seperti  yang  terjadi
pada  Toko Bakoel Sembako. Toko Bakoel Sembako merupakan sebuah bisnis
yang bergerak dalam bidang ritel yang menjual berbagai produk kebutuhan
pokok dan kebutuhan sehari-hari. Namun dalam menjalankan bisnis ritel ini toko
Bakoel Sembako belum memanfaatkan data dari transaksi customer, padahal
dalam transaksi penjualan akan menghasilkan data yang akan terus menumpuk
yang akan menghasilkan kumpulan data. Kumpulan data ini dapat dimanfaatkan
menjadi informasi baru yang dapat dimanfaatkan. Dengan memanfaatkan teknik
data mining, data transaksi penjualan tersebut dapat menghasilkan informasi baru
berupa pola pembelian customer. Sehingga Informasi tersebut nantinya dapat
dimanfaatkan oleh toko Bakoel Sembako.
Penelitian  ini  berhasil  mengimplementasikan  teknik data  mining
menggunakan algoritma apriori dalam sebuah aplikasi yang akan digunakan
untuk mengolah data transaksi yang tersedia, sehingga menghasilkan informasi 
baru yang dapat dimanfaatkan penjual nantinya.",1815,http://eprints.amikom.ac.id/id/eprint/1815,"[{'nim': '16.11.0720', 'name': {'family': 'Mikola', 'given': 'Yosaphat Ananda', 'lineage': None, 'honourific': None}}]",2021,0,0,0,0,0,1
209,"ANALISIS BUNDLING PRODUCT UNTUK PENENTUAN POSISI DAN
PROMOSI BARANG MENGGUNAKAN APRIORI DAN ROOT MEAN
SQUARED ERROR","Algoritma Apriori, Data Mining, Penjualan.","Persaingan yang terjadi dalam dunia bisnis memaksa para pelaku bisnis
untuk selalu memikirkan strategis-strategis dan terobosan yang dapat menjamin
kelangsungan dari bisnis yang dijalankannya. Dalam rangka menghadapi
persaingan bisnis dapat meningkatkan penjualan dan pemasaran produk yang
dijual , salah satunya adalah dengan pemanfaatan data penjualan produk. Untuk
mencari pola penjualan dengan menggunakan apriori untuk dasar promosi dan
posisi barang.  
Dengan menggunakan analisis asosiasi dan algoritma apriori dapat
menghasilkan suatu rekomendasi yang di harapkan dapat membantu pemilik toko
dalam mendukung keputusan strategi penjualan. Pengujian dari apriori
menggunakan akar kesalahan kuadrat rata-rata(root mean squared error).Dimana
untuk mendukung penelitian ini menggunakan data penjualan pada toko baju haji
sahri yang berlangsung selama tiga bulan.  
Dari hasil proses perhitungan menggunakan apriori didapatkan bundling
barang yang memenuhi nilai support 20% dan confidence 50% yaitu Sarung,
Gamis, koko anak, hijab Segi empat, jarik, Rok kain, Kasos Oblong, Kaos kaki
dilakukan pengujian Hasil akurasi meggunakan RMSE 17,32, dimana hasil yang
baik jika nilai RMSE mendekati angka 0.",2175,http://eprints.amikom.ac.id/id/eprint/2175,"[{'nim': '17.11.1607', 'name': {'family': 'Oktari', 'given': 'Cendy', 'lineage': None, 'honourific': None}}]",2021,0,0,0,0,0,1
210,PENERAPAN ALGORITMA FP-GROWTH UNTUK MENGENALI POLA PEMBELIAN KONSUMEN (Studi Kasus : Kopi Hyra),"Data Mining, Association Rule, Algoritma FP-Growth, FP-Tree,","Kopi Hyra merupakan salah satu dari banyaknya coffeshop yang adaYogyakarta. Kopi Hyra menjual berbagai macam minuman kopi, minuman non
kopi, snack serta hidangan – hidangan ringan lainnya. Setiap harinya datransaksi di Kopi Hyra selalu bertambah. Namun karena belum di olah secmaksimal, data transaksi ini semakin lama akan menumpuk dan menyebabkan data. Dari kumpulan data ini sebenarnya bisa menghasilkan sebuah informasberupa pola pembelian konsumen.

Salah satu teknik Data Mining yang dapat digunakan adalah AssociatioRule untuk mencari pengetahuan berupa pola pembelian konsumen. Dan sasatu algoritma yang dapat digunakan untuk mencari aturan asosiasi adaalgoritma FP-Growth dengan menggunakan dua parameter, yaitu support (nilapenunjang) dan confidence (nilai kepastian). 

Hasil penelitian menunjukkan bahwa aturan asosiasi yang terbentuk d604 data transaksi penjualan di bulan Oktober 2020 menggunakan minimfrekuensi buku 2 atau nilai minimal support 0.3% dan minimal confidence 40%menghasilkan 5 aturan asosiasi dengan semua aturan memiliki tingkat korelasipositif sehingga dapat digunakan sebagai acuan untuk menentukan stratepemasaran di Kopi Hyra.",1111,http://eprints.amikom.ac.id/id/eprint/1111,"[{'nim': '16.11.0599', 'name': {'family': 'Prasetya', 'given': 'Ananda Trias', 'lineage': None, 'honourific': None}}]",2021,0,0,0,0,0,1
211,"SISTEM PENDUKUNG KEPUTUSAN BARANG TERLARIS PADA
METAMORFOSTORE DISTRO MENGGUNAKAN
METODE K-MEANS CLUSTERING","Barang Terlaris, Sistem Pendukung Keputusan, Website, K-Means
Clustering","Sistem pendukung keputusan pada penelitian ini merupakan sistem yang 
memberikan solusi dalam membantu Metamorfostore Distro untuk
pengelompokkan barang berdasarkan potensi barang terlaris pada setiap barang
yang dijual, sehingga banyaknya penimbunan barang yang kurang laris dapat
menghambat proses penjualan.
Untuk menentukan pemilihan barang terlaris diperlukan adanya sistem yang
mampu membantu pengelola Metamorfostore Distro dalam mengelompokkan
barang terlaris, cukup laris, dan kurang laris sehingga dapat meminimalisir
terjadinya penimbunan barang yang kurang laris dan membantu dalam manajemen
stok barang.
 
Pada penelitian ini dirancang sistem pendukung keputusan berbasis web 
dengan metode k-means clustering. Metode k-means clustering merupakan metode
yang memiliki tujuan untuk membagi data menjadi beberapa kelompok yang
dimaksudkan dapat membantu pengelola Metamorfostore Distro dalam
mengelompokkan penjualan barang terlaris. Penelitian ini mengambil data di
Metamorfostore Distro Surakarta.",2137,http://eprints.amikom.ac.id/id/eprint/2137,"[{'nim': '14.11.7885', 'name': {'family': 'Santoso', 'given': 'Lukas', 'lineage': None, 'honourific': None}}]",2020,1,1,0,0,0,0
212,"PERANCANGAN DAN IMPLEMENTASI SISTEM PENGELOLA STOK
BARANG PADA CV. NATA MANDIRI MENGGUNAKAN ALGORITMA
K-MEAN DAN K-NN BERBASIS WEB 
Studi Kasus: CV. Nata Mandiri","Klasterisasi, K-Means, K-Nearest Neighbor, Pengelola Stok, Clustering, K-Means Clustering, K-Nearest Neighbor, Stock
Management","Tingginya rasio penjualan tak terlepas dari masalah yang dihadapi 
perusahaan dalam menyediakan barang yang diminta. Demi memenuhi
permintaan pembeli, perusahaan diharuskan melaksanakan pelayanan yang
maksimal dengan selalu menyediakan stok setiap kali barang tersebut dibutuhkan.
Dengan kata lain, kepuasan pembeli dan pendapatan perusahaan bergantung pada
hal ini. 
 
Dibentuknya sistem yang bekerja untuk menentukan kelayakan tersedianya 
suatu barang diyakini dapat mengatasi permasalahan kehabisan stok yang kerap
kali terjadi. Sistem pengelola stok didapat dengan mempertimbangkan jumlah
stok, nilai keuntungan, jumlah penjualan per periode waktu dan jenis barang.
Dalam penelitian ini menggunakan algoritma K-Means Clustering dan K-Nearest
Neighbor. 
 Berdasarkan pengujian dapat disimpulkan penerapan algoritma K-Means
Clustering dan algoritma K-Nearest Neighbor untuk mengelola stok barang
berhasil dilakukan. Sistem dapat menentukan barang yang paling layak untuk
distok ulang dengan memanfaatkan algoritma K-Means Clustering dan algoritma
K-Nearest Neighbor.",4145,http://eprints.amikom.ac.id/id/eprint/4145,"[{'nim': '15.11.9058', 'name': {'family': 'Muhammad', 'given': 'Fadel', 'lineage': None, 'honourific': None}}]",2019,0,1,0,0,0,1
213,"KLASTERISASI PRODUK PROMO DI CV DEWI MEDIA LESTARI
DENGAN MENGGUNAKAN METODE CLARANS","klasterisasi, partisi, k-medoid, CLARANS, silhouette","CV Dewi Media Lestari merupakan sebuah perusahaan yang bergerak di
bidang industri kreatif. Perusahaan ini memproduksi barang promosi,
merchandise, branding, dan pembuatan paket seminar kit beserta souvenir. Untuk
mewujudkan visi menjadi perusahaan industri kreatif terbesar di Indonesia dan
terintegrasi dengan sistem, baik secara online maupun offline, perusahaan
mempunyai misi untuk selalu mengikuti perkembangan teknologi dan isi-isu yang
akan datang. Berdasarkan web penjualan yang sudah ada, pihak perusahaan masih
melakukan pendataan secara manual untuk menentukan barang best seller dan
barang yang akan didiskon.
Untuk mempermudah dalam pengolahan data transaksi, penulis akan
menambahkan sistem pendukung keputusan di website CV Dewi Media Lestari.
Dalam menganalisis data transaksi, penulis melakukan analisa terhadap data
menggunakan algoritma CLARANS untuk clustering pada data penjualan.
Analisis cluster bertujuan untuk mengelompokkan koleksi pola ke dalam cluster
berdasarkan kesamaan.
Hasil penelitian ini diharapkan dapat digunakan untuk pengambilan
keputusan dalam membantu pelaku bisnis menentukan strategi pemasaran,
khususnya bidang promosi produk yang efektif dan tepat sasaran. Dengan
mengetahui produk yang sering dijual, maka pihak perusahaan dapat dengan
mudah menentukan produk best seller dan produk yang akan diberikan diskon.",4131,http://eprints.amikom.ac.id/id/eprint/4131,"[{'nim': '16.11.0602', 'name': {'family': 'Nurkhaeni', 'given': 'Novi', 'lineage': None, 'honourific': None}}]",2019,0,1,0,0,0,1
214,"PENERAPAN DATA MINING MARKET BASKET ANALYSIS
MENGGUNAKAN ALGORITMA APRIORI UNTUK 
MENGETAHUI POLA PEMBELIAN KONSUMEN 
DI KOPERASI CITRAMART AMIKOM","Data Mining, Asosiation Rule, Market Basket Analysis, Apriori,
PHP, Mysql","Begitu pentingnya sebuah informasi bagi kalangan bisnis khususnya 
bidang perdagangan, informasi dipakai sebagai bahan analisa yang bertujuan
untuk meningkatkan keuntungan perusahaan, menentukan strategi pemasaran dan
lain sebagainya. Data mining merupakan proses analisa data untuk menemukan
suatu pola dari kumpulan data tersebut. Data mining mampu menganalisa data
yang besar menjadi informasi berupa pola yang mempunyai arti bagi pendukung
keputusan. 
Salah satu teknik data mining yang dapat digunakan adalah asosiasi data
mining atau yang biasa disebut dengan istilah market basket analysis. Market
basket analysis dengan Association Rules merupakan salah satu cara untuk
mencari pola asosiasi berdasarkan pola belanja yang dilakukan konsumen,
sehingga nantinya bisa diketahui item-item barang apa saja yang dibeli secara
bersamaan, dan nantinya bisa dipakai sebagai bahan analisa dalam pengambilan
keputusan, untuk meningkatkan keuntungan atau menentukan strategi pemasaran. 

Penelitian ini menggunakan data primer berupa data transaksi penjualan
dari koperasi citramart amikom dalam suatu periode waktu. Variabel yang
digunakan ada dua yaitu support dan confidence. Sistem ini dibangun
menggunakan bahasa pemrograman PHP dan database MySql. Hasil Analisa
masalah yang diperoleh dari penelitian ini, Algoritma Apriori dapat diterapkan
untuk mengetahui pola pembelian konsumen di Koperasi Citramart Amikom
dengan hasil akhir presentase konsumen yang sering membeli barang secara
bersamaan sebanyak 47% dari total keseluruhan konsumen.",4119,http://eprints.amikom.ac.id/id/eprint/4119,"[{'nim': '15.11.9179', 'name': {'family': 'Rolobessy', 'given': 'Ayu Lestari', 'lineage': None, 'honourific': None}}]",2019,0,1,0,0,0,1
215,"ANALISIS POLA BELANJA KONSUMEN PT. ASELI DAGADU
DJOKDJA MENGGUNAKAN ALGORITMA FP-GROWTH","Data mining, Association Rule, FP-Growth, Basis Web, Pola
Pembelian, Konsumen, Dagadu Djokdja, Web Base, Purchasing
Patterns, Consumers","PT Aseli Dagadu Djokdja telah menggunakan sistem informasi  yang sangat
membantu dalam proses bisnis di dalam perusahaan. Salah satunya adalah sistem
kasir atau POS. Terdapat banyak data pembelian produk perusahaan yang
tersimpan dalam database. Namun hanya sedikit informasi yang didapat dari data
tersebut karena belum diolah atau masih mentah. Data tersebut menunjukkan
nama, jenis, dan jumlah produk yang dibeli oleh konsumen. Selama ini data
tersebut menumpuk dan tersimpan di dalam database dan sangat jarang digunakan
sebagai sumber informasi yang bermakna. 
Association Rule adalah salah satu metode dalam data mining, yang
mempelajari atau memproses atribut atau karakteristik data yang terdapat dalam
suatu himpunan. Salah satu algoritma dalam Asociation Rule adalah algoritma FPGrowth.
Algoritma
ini
digunakan
untuk
menggali
(mining)
bagian
himpunan
yang
sering muncul. Pada skripsi ini, penulis menggabungkan beberapa data yang 
berhubungan dengan data penjualan untuk diproses dengan algoritma FP-Growth
agar mendapatkan informasi tambahan yang berguna untuk menganalisa pola
pembelian konsumen di PT Aseli Dagadu Djokdja. Aplikasi yang dikembangkan
merupakan aplikasi berbasis web yang mengimplementasikan algoritma FPGrowth
Hasil dari proses ini dapat digunakan sebagai acuan dalam tata letak, produksi
dan program diskon produk PT Aseli Dagadu Djokdja. Dengan tujuan
meningkatkan penjualan produk PT Aseli Dagadu Djokdja.",1961,http://eprints.amikom.ac.id/id/eprint/1961,"[{'nim': '16.11.0619', 'name': {'family': 'Wiro', 'given': 'Muhammad Khoirul', 'lineage': None, 'honourific': None}}]",2020,0,1,0,0,0,1
216,"ANALISIS DAN IMPLEMENTASI ALGORITMA FREQUENT PATTERN
GROWTH (FP-GROWTH) UNTUK MENENTUKAN MARKET BASKET
ANALYSIS PADA TOKO HIJAU MART MINIMARKET 
BOYOLALI","Algoritma FP-Growth, FP-Growth, Market Basket Analysis, MBA,
Toko Kelontong, Hijau Mart","Toko Hijau Mart Boyolali merupakan sebuah toko kelontong atau 
minimarket yang berlokasi di Banaran RT 04/RW 01, Trosobo, Sambi, Boyolali. Di
Toko Hijau Mart sudah bersifat modern di mana pelanggan dapat memilih sendiri
kebutuhan yang akan di beli sehingga pelanggan bisa lebih leluasa. Toko ini
menjual berbagai macam kebutuhan masyarakat seperti sembako, alat mandi, alat
kebersihan, obat-obatan, jajanan anak dan yang lainnya. Usaha untuk meningkatkan
tingkat penjualan merupakan motivasi bagi pemilik toko manapun untuk
meningkatkan tingkat mutu pelayanan dan tingkat keberagaman produk. 
Market Basket Analysis adalah metode berdasarkan perilaku konsumen
terhadap suatu barang tertentu. Market Basket Analysis umumnya dimanfaatkan
untuk mengetahui suatu transaksi ketika kita tidak tahu seperti apa pola spesifik
yang kita cari. Dalam menentukan Market Basket Analysis diperlukan Algoritma 
yang dinamakan dengan Frequent Pattern Growth (FP-Growth). Algoritma 
Frequent Pattern Growth (FP-Growth) merupakan algoritma yang dapat digunakan
untuk menentukan himpunan data yang paling sering muncul dalam sebuah
kumpulan data.  
Hasil dari penelitian ini yaitu membuat sebuah sistem aplikasi berbasis web 
dengan memanfaatkan algoritma Frequent Pattern Growth (FP-Growth) untuk
menemukan aturan asosiasi dari data transaksi penjualan barang di Toko Hijau Mart
Minimarket Boyolali, sehingga bisa dilakukan penataan barang sesuai dengan
aturan yang terbentuk agar strategi penjualan bisa lebih efektif dari sebelumnya.",2442,http://eprints.amikom.ac.id/id/eprint/2442,"[{'nim': '17.11.1061', 'name': {'family': 'Zuhair', 'given': 'Faiz Hanan', 'lineage': None, 'honourific': None}}]",2020,0,1,0,0,0,1
217,"ANALISIS PRODUKSI MEDIA DAN BIBIT JAMUR (BAGLOK)
MENGGUNAKAN METODE FORECASTING STATISTICAL 
STRAIGHT LINE PADA UD TUNAS MULIA","media dan bibit jamur (baglok), peramalan, statistical stright line","UD. Tunas Mulia merupakan Home Industri yang bergerak di bidang usaha
Media dan Bibit Jamur (Baglok). Prediksi pendapatan penjualan produk dimasa
depan dimaksudkan untuk mengendalikan jumlah stok produk yang ada, agar
kekurangan atau kelebihan stok produk dapat diminimalkan.  
Ketika pendapatan penjualan dapat diprediksi dengan akurat maka
pemenuhan permintaan konsumen dapat diusahakan tepat waktu dan kerjasama
perusahaan dengan relasi tetap terjaga dengan baik sehingga perusahaan dapat
terhindar dari kehilangan penjualan maupun konsumen. Saat ini pengadaan stok
barang hanya berdasarkan permintaan dari konsumen. Sehingga hal tersebut dapat
memicu adanya kekurangan bahkan penumpukan stok barang yang bisa
mengakibatkan beberapa kerugian dan kurang efisien. 
Agar dapat memprediksi pendapatan penjualan produksi Media dan Bibit
Jamur (Baglok) dimasa depan diperlukan suatu analisis akurasi prediksi di UD
Tunas Mulia. Untuk mengoptimalkan prediksi dimasa depan penulis menggunakan
metode peramalan (Forecasting) dengan menggabungkan metode Statistical
Straight Line. Oleh karena itu penelitian ini akan membahas tentang peramalan
(Forcesting) berbasis website, sehingga dapat memudahkan baik dari perusahaan
untuk mengukur prediksi pendapatan dimasa depan dan permintaan konsumen tetap
terjaga.",1567,http://eprints.amikom.ac.id/id/eprint/1567,"[{'nim': '19.21.1356', 'name': {'family': 'Fadillah', 'given': 'Yuda Nur', 'lineage': None, 'honourific': None}}]",2021,0,1,0,0,0,1
218,"PENERAPAN ALGORITMA FREQUENT PATTERN GROWTH UNTUK
PENATAAN BARANG TOKO CEMILAN SAHABAT","Algoritma FP-Growth, Data Mining, Toko Cemilan","Dalam berdagang pastinya mempunyai pesaing yang sangat banyak, hal ini 
menyebabkan persaingan dalam merebut pasar sangatlah wajar. Merebut dan
mempertahankan pasar sangatlah perlu untuk keberlangsungan usaha. Cara-cara
yang dipakai adalah dengan cara pendekatan terhadap pelanggan untuk memahami
dan mengetahui tentang pola dari perilaku berbelanja pelanngan. Dengan
mengetahui hal ini dapat dimanfaatkan untuk menyusun tata letak barang toko
sehingga memberikan kemudahan bagi pelanggan dalam melakukan pembelian dan
dapat meningkatkan kemungkinan munculnya keinginan membeli barang lainnya.
Algoritma FP-Growth adalah sebuah data mining untuk mencari sebuah
asosiasi rule  pada itemset, FP-Growth adalah salah satu dari algoritma data mining
yang berguna untuk menemukanfrequent itemset dengan mencari hubungan antara
satu data  pada sekumpulan data.
Penelitina ini bertujuan untuk membuat sebuah aplikasi data mining
berbasis web dengan menggunakan algoritma FP-Groth untuk menghasilkan rule
yang saling berkaitan antara barang satu dengan barang lain yang dapat
dimanfaatkan sebagai acuan untuk menentukan tata letak barang yang
dimanfaatkan untuk meningkatkan penjualan di toko. Data yang diambil dalam
penelitian ini adalah data transaksi penjualan Toko Cemilan Sahabat. Hasil dari
aplikasi ini yaitu berupa kombinasi dari barang yang sering dibeli oleh pelanggan.",3384,http://eprints.amikom.ac.id/id/eprint/3384,"[{'nim': '17.11.1091', 'name': {'family': 'Pradipta', 'given': 'Alfian', 'lineage': None, 'honourific': None}}]",2021,0,1,0,0,0,1
219,"IMPLEMENTASI ALGORITMA APRIORI UNTUKMENENTUKAN POLA PENJUALAN 
SPAREPART MOTOR PADA 
“BENGKEL JOSTOMO MOTOR”","Algoitma Apriori, Pola Penjualan, Bengkel","Penerapan Data Mining Untuk Menentukan Pola Penjualan Sparepart 
Dengan Menggunakan Metode Apriori Pada Bengkel Jostomo Motor. Tujuan
penelitian ini adalah menghasilkan sebuah pemrosesan data transaksi penjualan
yang akan diolah menjadi sebuah informasi untuk mempertahankan kegiatan
operasional dalam persaingan dunia bisnis, yang dapat meningkatkan penjualan. 
Promosi untuk menentukan dan mengembangkan promosi agar lebih tepat 
sasaran, bengkel ini perlu mengidentifikasi pasar sasaran dan motif pembeli.
Salah satu cara untuk mengenali kondisi pasar adalah mengetahui selera
pembeli, yang dapat diamati melalui data-data transaksi pembelian.
Implementasi data mining algoritma apriori pada sistem persediaan alat-alat
bengkel yang kemudian kesusahan untuk melakukan proses promosi dan penataan
barang agar dapat mempemudah pengambilan barang, maka dengan itu dibuat
proses segmentasi penjualan dengan menentukan paket promo yang tepat dan
penyusunan barang sesuai dengan permintaan konsumen. 
Data Mining Algoritma Apriori ini dibuat dengan menggunakan bahasa
pemrograman HTML (Hypertext Markup Language) dan PHP (Hypertext
Preprocessor) serta menggunakan database MySQL.",1562,http://eprints.amikom.ac.id/id/eprint/1562,"[{'nim': '17.11.1783', 'name': {'family': 'Wardhani', 'given': 'Rizkiana Setia', 'lineage': None, 'honourific': None}}]",2021,0,1,0,0,0,1
220,"RANCANG BANGUN APLIKASI PREDIKSI KETEPATAN WAKTU
LULUS MAHASISWA MENGGUNAKAN ALGORITMA C45
DENGAN BAHASA PYTHON (Studi Kasus : Program Studi
S1 Informatika Universitas AMIKOM Yogyakarta","Algoritma C45, Sistem Prediksi, Confusion Matrix, Pohon Keputusan, Entropy, Gain, Prediction System, Confusion Matrix, Decision Tree,","Universitas AMIKOM Yogyakarta sebagai pengelola institusi pendidikan,
memiliki data dan informasi yang melimpah mengenai mahasiswa. Data dan
informasi yang tersedia dapat dimanfaatkan untuk keperluan berjalannya sistem
pendidikan, salah satunya sistem untuk dapat memonitoring dan memprediksi
ketepatan waktu lulus setiap peserta didiknya. Sistem prediksi ketepatan waktu
lulus merupakan sistem yang penting bagi pengelola akademik. Fungsi dari sistem
prediksi ketepatan waktu lulus yaitu dapat memprediksi waktu lulus tepat waktu
atau tidak tepat waktu mahasiswa Universitas AMIKOM Yogyakarta. Mahasiswa
yang terindikasi mengalami ketidaktepatan waktu lulus nantinya dapat dibantu
pihak universitas dengan cara dicarikan solusi atau jalan keluar. 
Teknik analisis yang digunakan untuk membuat sistem prediksi ketepatan
waktu lulus menggunakan teknik analisis PIECES, di mana analisis masalah dan
solusi dipecahkan secara lebih detail sesuai dengan Performance, Information,
Economy, Control, Efficiency, Service. Sistem yang dibangun menggunakan data
mahasiswa Universitas AMIKOM Yogyakarta angkatan 2014. Sistem melakukan
uji coba pelatihan data sebagai proses awal sistem. Hasil dari proses pelatihan
didapatkan rule untuk membuat pohon keputusan berdasarkan perhitungan entropy
dan gain. Selanjutnya, sistem akan melakukan pengujian data untuk menguji
keakurasian sistem dengan confusion matrix. Langkah terakhir adalah proses
perkiraan, di mana data yang digunakan merupakan data mahasiswa yang akan
digunakan untuk proses prediksi. 
Berdasarkan penelitian yang dilakukan, sistem telah berhasil melakuan
prediksi menggunakan algoritma C45. Hasil pengujian menggunakan confusion
matrix didapatkan keakuratan sebesar 100%. Untuk menambah keakuratan data,
bisa ditambah beberapa atribut tambahan seperti asal daerah, data penghasilan, dan
atribut lainnya. Atribut-atribut yang digunakan dapat menjadi acuan untuk
pengembangan sistem prediksi ketepatan waktu lulus.",4305,http://eprints.amikom.ac.id/id/eprint/4305,"[{'nim': '15.11.9351', 'name': {'family': 'Dinda', 'given': 'Firdha Puteri', 'lineage': None, 'honourific': None}}]",2019,0,0,0,0,0,1
221,"SISTEM REKOMENDASI PEKERJA MENGGUNAKAN METODE
FUZZY SUGENO PADA SISTEM INFORMASI PENCARI KERJA","pencari kerja, lowongan pekerjaan, sistem pendukung keputusan,
rekomendasi, fuzzy Sugeno.","Berdasarkan data dari Badan Pusat Statistik Indonesia yang diperbarui pada
Februari 2018, persentase angkatan kerja terhadap penduduk usia kerja mencapai
69,20%. Tingkat Pengangguran Terbuka di Indonesia mencapai 5,13% atau 6,87
juta orang. Calon pekerja, terutama lulusan baru yang memiliki tingkat
pengalaman kerja yang kecil akan mengalami kesulitan dalam memasarkan
keahlian mereka karena mereka tidak mampu bersaing dengan pekerjaberpengalaman.
Penelitian ini digunakan untuk memfasilitasi pemilihan calon pekerja /
pencari kerja yang dikembangkan dan dilengkapi dengan sistem rekomendasi
menggunakan metode Fuzzy Sugeno. Metode Fuzzy Sugeno digunakan untukmemproses data pekerjaan dan data pencarian kerja berdasarkan variabel usia,
tingkat pendidikan, sertifikasi keahlian, dan pengalaman kerja.
Pengolahan data lowongan perkerjaan manghasilkan batas maksimal dan
minimal yang digunakan untuk merekomendasikan dan melamar lowongan
pekrejaan. Pengolahan data pencari kerja berdasarkan data lowongan kerja yang
memiliki variabel yang sama menghasilkan nilai persentase yang diterima di
lowongan pekerjaan. Dengan demikian pencari kerja mendapatkan rekomendasi
pekerjaan disertai dengan nilai persentase yang diterima. Pencari kerja yang telah
melamar pembukaan pekerjaan akan ditampilkan secara berurutan berdasarkan
nilai persentase yang diterima pada pembukaan pekerjaan. Sehingga dapat
diketahui hasil rekomendasi pekerja.",4171,http://eprints.amikom.ac.id/id/eprint/4171,"[{'nim': '15.11.8815', 'name': {'family': 'Utomo', 'given': 'Darma Kusumandaru Tri Prasetyo', 'lineage': None, 'honourific': None}}]",2019,0,0,0,0,0,1
222,"IMPLEMENTASI ALGORITMA SUPPORT VECTOR MACHINE UNTUK
PEMINATAN SKRIPSI PRODI S1-INFORMATIKA UNIVERSITAS
AMIKOM YOGYAKARTA
(Studi Kasus: Universitas AMIKOM Yogyakarta)","Data Mining, Machine Learning, Support Vector Machine","Universitas AMIKOM Yogyakarta adalah salah satu perguruan tinggi
swasta di Kabupaten Sleman, Daerah Istimewa Yogyakarta. Jumlah mahasiswa
yang ada pada Universitas Amikom Yogyakarta untuk Fakultas Ilmu Komputer
sendiri sekitar 12.000 mahasiswa. Jumlah ini lebih banyak dari yang seharusnya
yaitu 8000 mahasiswa. Salah satu faktor yang menyebabkan membengkaknya
jumlah mahasiswa antara lain adalah tema skripsi yang tidak sesuai dengan
konsentrasi dan minat mahasiswa yang menghabat waktu pembuatan tugas akhir
maupun skripsi mereka.

Dengan implementasi algortima Support Vector Machine yang merupakan
algoritma machine learning dan penerapaan data mining dapat menyelesaikan
masalah peminatan skripsi di program studi S1 Informatika Universitas Amikom
Yogyakarta dalam memberikan rekomendasi tema skripsi sesuai minat mahasiswa.

Dari hasil penelitian ini diharapkan dapat digunakan dan dikembangkan
menggunakan optimasi algoritma machine learning yang lain untuk membuat
sistem yang dapat memberikan rekomendasi tema skripsi berdasarkan minat
mahasiswa dengan tingkat akurasi yang lebih tinggi.",4211,http://eprints.amikom.ac.id/id/eprint/4211,"[{'nim': '14.11.7937', 'name': {'family': 'Wattimury', 'given': 'Fradenly Keminhard', 'lineage': None, 'honourific': None}}]",2019,0,0,0,0,0,1
