,Unnamed: 0,title,keywords,abstract,eprintid,uri,creators,year,SE_AI,SE_WEB,SE_MOBILE,SE_DB,SE_GAME,SE_DM,MM_2D,MM_3D,MM_MI,MM_VIDEO,MM_VFX,MM_MG,CN_SECURITY,CN_INFRA_WEB_INET,CN_NIRCABLE,CN_NETWORK_PLAN_IMPL,CN_IOT
169,472,PERANCANGAN WEBSITE TOKO ONLINE PADA TOKOPERCIL,"Website, Toko Daring, Teknologi, Online Shop, Minifigure, Internet, Technology","TokoPercil merupakan sebuah toko online yang menjual berupa
minifigure dengan segmentasi pasarnya adalah orang-orang yang memiliki hobi
mengoleksi minifigure. Proses yang dijalani TokoPercil saat ini adalah berjualan
secara online melaui media sosial instagram dan facebook sebagai media
promosinya, namun melalui media sosial konsumen memiliki keraguan untuk
membeli produk tersebut karena banyaknya penipuan pada media sosial. Selain itu
bagi para konsumen yang berminat harus berkomunikasi terlebih dahulu dengan
admin melalui kontak yang disediakan dan sedikit mengalami kesulitan untuk
mengetahui detail barang yang lebih jelas. 
Oleh sebab itu, TokoPercil membutuhkan sebuah wadah khusus yaitu
website penjualan sebagai nilai jual dan bentuk kepercayaan kepada para
konsumen. Website penjualan ini diharapkan dapat membantu untuk memudahkan
dalam proses pembelian produk maupun proses penjualan serta dapat
menampilkan detail barang yang lebih jelas. Akan tetapi TokoPercil mempunyai
keterbatasan sumber daya manusia untuk merealisasikannya.  
Dari permasalahan tersebut, penulis mempunyai gagasan untuk membuat
website toko online pada TokoPercil yang diharapkan dapat lebih mudah
meningkatkan promosinya dalam memasarkan produk dan memudahkan dalam
proses penjualan. Website ini nantinya dirangcang menggunakan fitur yang
menyesuaikan dengan kebutuhan dari TokoPercil. Dalam pembuatan website ini
menggunakan bahasa pemrograman PHP dengan framework laravel sebagai
bahasa pemrograman, MySQL sebagai database, Visual Studio Code sebagai text
editor, serta Google Chrome sebagai web browser.",3561,http://eprints.amikom.ac.id/id/eprint/3561,"[{'nim': '18.21.1211', 'name': {'family': 'Hariansah', 'given': 'Muhammad Dony', 'lineage': None, 'honourific': None}}]",2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,480,"APLIKASI PENJUALAN BERBASIS WEB PADA
KONVEKSI RULLY PRODUCTION
SLEMAN","konveksi, penjualan, berbasis web","E-Commerce merupakan suatu perubahan kontak transaksi perdagangan
antara penjual dan pembeli dengan menggunakan media internet. Keuntungan
yang di peroleh dengan menggunakan transaksi melalui E-Commerce adalah
meningkatkan pendapaatan dengan menggunakan penejualan online yang biaya
nya lebih murah dan sekaligus biaya operasional seperti kertas, dan pencetakan
katalok.
Pada tugas Akhir ini akan di bahas tentang sistem informasi penjualan
berbasis web atau bagaimana proses penawaran produk, informasi produk, proses
pemesanan produk, serta perdiksi harga sesuai yang diinginkan konsumen.
Alasan membuat tema ini karena berangkat dari keinginan untuk
memajukan Konveksi Rully Production dalam proses pemasaran. Selain itu juga
jumlah pengguna internet indonesia yang besar menjadikan indonesia sebagai
pasar yang potensial untuk bisnis online ke berbagai negara di seluruh dunia.
Maka dari itu penulis mencoba untuk membuat sebuah website penjualan yang
bertujuan untuk memasarkan lebih luas produk ke berbagai daerah hingga luar
negri. Disamping itu penjualan dengan website diharapkan pengolahan data
pembelian menjadi lebih terformat rapih, sehingga dengan adanya aplikasi
penjualan berbasis web memudahkan untuk melakukan pemasaran produk secara
lebih luas.",3125,http://eprints.amikom.ac.id/id/eprint/3125,"[{'nim': '19.21.1437', 'name': {'family': 'Hendy', 'given': 'Yuvensius', 'lineage': None, 'honourific': None}}]",2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,482,"PEMBUATAN WEBSITE E-COMMERCE
DI ANTONI CRAFT JOGJA","E-Commerce, Photoshop, Dreamwaver, MySQL, Online.","Bagian utama dari tugas akhir ini adalah membuat website e-commerce di 
Antonicraft Jogja. Antonicraft Jogja merupakan usaha rumahan yang
memproduksi kerajinan. Antonicraft Jogja tidak mempunyai layanan penjualan
produk melalui internet atau yang biasa disebut dengan istilah e-commerce
(Elektronik Commerce). Usaha kerajinan tersebut hanya bisa melayani transaksi
yang dilakukan melalui telepon serta dalam metode promosi secara langsung
kepada konsumenya dan hanya dilakukan pada wilayah sekitar yang sekiranya
dapat di jangkau saja, dan belum menyebar secara sepenuhnya ke kota besar
lainya di Indonesia.
Metode yang digunakan dalam perancangan Sistem Informasi Penjualan
berbasis web Antonicraft Jogja di Yogyakarta, serta mengetahui sistem yang
sedang berjalan, menggunakan pendekatan terstruktur, yaitu menggunakan
beberapa alat bantu seperti Diagram Konteks, Data Flow Diagram (DFD) dan
Entity Relationship Diagram (ERD). Perangkat lunak pendukung yang digunakan
adalah Photoshop,Adobe Dreamwaver, dan database MySQL sebagai pembangun
serta dokumentasi program dan laporan.
 
Dengan adanya sistem berbasis web ini, yang sudah terkoneksi dengan 
database, tentunya akan sangat mempermudah pengolahan data barang untuk di
jual dan akan sangat membantu sekali dalam hal pemasaran produk, karena setiap
informasi yang akan diberikan kepada konsumen bisa lebih cepat, akurat tentunya
dengan biaya yang sangat murah.",2937,http://eprints.amikom.ac.id/id/eprint/2937,"[{'nim': '19.21.1424', 'name': {'family': 'Hermawan', 'given': 'Antonius Dian Hemndra', 'lineage': None, 'honourific': None}}]",2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,589,"ANALISIS DAN IMPLEMENTASI API INSTAGRAM
SEBAGAI MEDIA PROMOSI BISNIS ONLINE
DALAM MENINGKATKAN PENJUALAN","Instagram, API Instagram, Internet Marketing, PHP","Internet merupakan sebuah jaringan luas yang sangat kaya akan fitur. 
Berbagai hal dapat dilakukan dengan internet, salah satunya adalah kegiatan
pemasaran. Pemasaran melalui media internet merupakan sebuah hal yang sangat
membantu para pelaku bisnis. Dengan memanfaatkan salah satu fitur internet, yaitu
media sosial, penjual dapat berinteraksi dengan para pelanggannya. Instagram
adalah salah satu media sosial yang digandrungi oleh pelaku bisnis karena fiturnya
yang sederhana namun fungsional. Melalui Instagram, pelaku usaha dapat
melakukan promosi, branding, bahkan penjualan. Namun, fitur yang digunakan
hanya sebatas memposting media saja, padahal Instagram memiliki fitur yang dapat
menarik minat konsumen, seperti fitur follow, like, dan comment.
 
Jumlah followers, like, dan feed dari suatu akun toko online dapat menarik 
minat beli konsumen yang berpengaruh dalam meningkatkan penjualan. Dari hal
itu, penulis membuat sebuah solusi, untuk membangun sebuah website aplikasi
yang dapat menaikan penjualan sebuah toko online, dengan mengoptimalisasi fitur
yang tersedia pada Instagram sebagai alat untuk meningkatkan eksistensi sebuah
toko online. Website aplikasi ini dirancang menggunakan UML (Unified Modeling
Language), yaitu use case diagram, activity diagram, sequence diagram, dan class
diagram. Dengan bahasa pemrograman PHP, MySQL untuk database, dan API
Instagram sebagai penghubung untuk sinkronasi data dari website aplikasi dengan
Instagram, serta fungsi cron job untuk menjalankan proses yang berjalan pada
background agar fitur website aplikasi dapat berjalan.
 
Dengan adanya fitur yang terdapat dalam Website aplikasi, diharapkan 
dapat meningkatkan eksistensi suatu akun toko online pada Instagram, sehingga
dapat menaikkan penjualan toko online.",3023,http://eprints.amikom.ac.id/id/eprint/3023,"[{'nim': '15.11.8777', 'name': {'family': 'Nurrochman', 'given': 'Fadhilla Choir', 'lineage': None, 'honourific': None}}]",2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,617,"ANALIS DAN PERANCANGAN E-COMMERCE PADA RAHMA SYARI
BUTIK","Transaksi, Laporan, Sistem Informasi","Butik Rahma Syari merupakan toko yang menjual berbagai model pakaian
muslim. Proses transaksi pada Butik Rahma Syari terdapat beberapa proses, yaitu
Data baju, transaksi penjualan dan Laporan penjualan. Dalam proses tersebut masih
belum dikelola dengan baik, karena masih menggunakan cara manual yakni ditulis
di buku dan nota, sehingga seringkali terjadi kesalahan dalam pembuatan laporan
penjualan. Salah satu kendala ialah dalam proses laporan penjualan oleh pelanggan,
pihak butik masih menggunakan kertas nota , sehingga pencatatan pengiriman
barang harus mencari nota penjualan untuk menvalidasi lalu mencatatnya, hal itu
bisa menyulitkan petugas dalam mencatat transaksi pengiriman barang dan susah
dalam melihat transaksi penjualan barang yang belum dikirim oleh petugas.
Metode analis yang digunakan dalam penelitian ini adalah analisis PIECES
dan Metode pengembangan sistem yang digunakan ialah metode SDLC. Alat bantu
analisis yang digunakan yaitu Flowchart, DFD, relasi antar table dan perancangan
interface. Perangkat lunak yang digunakan adalah PHP dan My SQL sebagai
databasenya.
Sistem informasi ini dibangun agar dapat memberikan kemudahan dalam
pengolahan data ketersediaan barang, data transaksi dan laporan agar lebih tepat
dan akurat.",2758,http://eprints.amikom.ac.id/id/eprint/2758,"[{'nim': '13.11.7115', 'name': {'family': 'Prasetya', 'given': 'Lutfi Indra', 'lineage': None, 'honourific': None}}]",2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,675,"PEMBANGUNAN WEBSITE E-COMMERCE PENJUALAN 
PAKAIAN DAN AKSESORIS WANITA 
PADA PUCHA CLOTHES","Website, Penjualan, Pemasaran, Promosi, Pakaian, Aksesoris, 
Wanita, Butik Pucha Clothes, Pangkalpinang, Bangka.","E-Commerce adalah penyebaran, pembelian, penjualan, pemasaran barang 
dan jasa melalui system elektronik seperti televise, www, atau jaringan computer 
lainnya. Di dunia yang sekarang ini semakin berkembang di jaringan internet, 
banyak pelaku usaha sudah mulai melakukan pemasaran dan penjualan melalui e-
commerce. Para pelaku usaha mulai banyak membangun website berbasis e-
commerce, dengan adanya website e-commerce mempermudah para pelaku usaha 
untuk melakukan bisnis, mempromosikan produk yang akan di jual dan tentunnya 
dengan biaya yang murah. 
Disini saya akan membangun website e-commerce penjualan pakaian dan 
aksesoris wanita pada Pucha Clothes. Dengan maksud untuk membantu pemilik 
untuk mengembangkan usaha dan mempermudah pemilik untuk mempromosikan 
produk yang mereka jual. Dengan website ini pemilik usaha lebih bias bersaing 
dengan para pelaku usaha lainnya.",3167,http://eprints.amikom.ac.id/id/eprint/3167,"[{'nim': '13.11.7495', 'name': {'family': 'Rizky', 'given': 'Muhammad', 'lineage': None, 'honourific': None}}]",2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,694,"PERANCANGAN DAN IMPLEMENTASI WEB E-COMMERCE PADA
RHEID KONVEKSI","E-commerce, Website, MySQL, PHP, Rheid Konveksi","E-commerce memberikan salah satu pengaruh utama pada perkembangan 
teknologi saat ini. Kemudahan transaksi jual beli online memberikan banyak manfaat
bagi penjual dan pembeli. Dalam proses pemesanan atau memberikan layanan pada
Rheid Konveksi masih menggunakan cara manual dan datang langsung ke Rheid
Konveksi untuk pemasaran sendiri hanya lewat media sosial saja. Sehingga dalam
Proses Pemesanan dan pemasaran  menjadi kurang maksimal.  
Permasalahan penelitian ini adalah bagaimana merancang dan
mengimplementasikan sebuah web e-commerce yang mampu mengatasi semua
masalah yang telah disebutkan sebelumnya. Penelitian ini menggunakan analisis
PIECES untuk membandingkan sistem lama dan sistem baru. Cara pengumpulan data
yang digunakan dengan melakukan observasi dan wawancara. Penulis akan
menggunakan teknologi pendukung dalam pembuatan web e-commerce berupa PHP
dan basis data MYSQL. Desain sistem menggunakan Unified Modeling Language
(UML) sehingga aliran sistem akan diketahui. Selanjutnya akan diuji menggunakan
metode kotak hitam untuk menentukan kekurangan dan kesalahan sistem.
Berdasarkan simpulan yang telah dibahas sebelumnya,  direkomendasikan
tujuan utama dari Perancangan dan Implementasi Web E-Commerce pada Rheid
Konveksi adalah Web E-commerce yang digunakan untuk penjualan online dan media
transaksi sehingga memudahkan dan mempercepat pembeli untuk melakukan proses
pemesanan di mana pun tanpa harus datang ke Rheid Konveksi.",3112,http://eprints.amikom.ac.id/id/eprint/3112,"[{'nim': '18.21.1184', 'name': {'family': 'Santoso', 'given': 'Tri Budi', 'lineage': None, 'honourific': None}}]",2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,743,"PENERAPAN PROGRESSIVE WEB APPS DALAM PERANCANGAN
WEBSITE E-COMMERCE MAXI KOMPUTER MENGGUNAKAN
FRAMEWORK JAVASCRIPT VUE JS","e-commerce, progressive web app, maxi komputer, website, pwa","Maxi Komputer merupakan anak perusahaan dari Maxi Group yang
bergerak di bidang penjualan peripheral komputer. Maxi Komputer menggunakan
beberapa media informasi untuk mengenalkan dan memasarkan produk-produknya,
salah satunya dengan menggunakan website. Seiring berjalannya waktu, pihak
Maxi Komputer membutuhkan sebuah website yang mampu memanajemen
transaksi dengan pelanggannya agar Maxi Komputer mampu bertahan dan bersaing
dengan kompetitor tanpa harus selalu bergantung dengan marketplace. Selain itu,
tidak stabilnya jaringan di Indonesia menjadi penghambat bagi pelanggan untuk
mengakses layanan website dari Maxi Komputer.
Salah satu cara mengatasi permasalahan yang ada adalah dengan
menerapkan teknologi website yang mampu memanejemen transaksi jual-beli
seperti e-commerce. Teknologi ini membuat penjual dan pembeli dapat melakukan
transaksi tanpa harus bertatap muka. Dimana pembeli dapat memilih produk,
membuat pemesanan sampai melakukan konfirmasi pembayaran langsung dari
website. Di lain sisi, untuk mengatasi jaringan yang tidak stabil adalah dengan
menerapkan teknologi Progressive Web Apps (PWA) ke dalam website. Teknologi
ini memungkinan sebuah website untuk bekerja secara offline atau dalam kondisi
jaringan buruk.
Aplikasi yang dihasilkan adalah berupa website berbasis e-commerce
yang telah dipadukan dengan teknologi Progressive Web Apps (PWA). Aplikasi ini
memungkinan pelanggan untuk dapat mengakses website Maxi Komputer langsung
dari smartphone mereka layaknya aplikasi mobile. Dukungan dari PWA membuat
pelanggan dapat melakukan aktivitas apapun pada kondisi mode offline. Teknologi
ini sangat tepat untuk diterapkan ke dalam sebuah website e-commerce,
dikarenakan pengguna dapat melakukan transaksi tanpa harus terpengaruh dengan
kekuatan jaringan saat itu. Hal ini akan membuat transaksi pada website menjadi
lebih cepat dan efisien.",2716,http://eprints.amikom.ac.id/id/eprint/2716,"[{'nim': '16.11.0682', 'name': {'family': 'Syaifudin', 'given': 'Kukuh', 'lineage': None, 'honourific': None}}]",2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,766,"SISTEM INFORMASI PENJUALAN BERBASIS WEB DI TOKO KEKE
COLLECTION TIMIKA PAPUA","Sistem Informasi, analisis, perancangan, pemesanan, implementasi. Konsumen
pengembangan.  information system, analysis, planning, ordering, implementation.
Consumer, development.","Prospek peluang usaha produk pakaian muslim amatlah besar. Kebutuhan akan 
pembeli bukan hanya saat memasuki bulan puasa saja, tetapi di butuhkan saat hari-hari besar
lainnya seperti hari raya idul fitri. Usaha pakaian bisa jadi pilihan untuk membuka usaha bagi
kita yang ingin membuka toko sendri.
Untuk memulai usaha pakaian muslim kita tidak selalu mesti memiliki modal yang 
yang banyak, dengan sistem dan pemasaran yang baik tentunya bisnis akan berkembang
pesat. Kita juga bisa bekerjasama dengan rekanan atau . Namu saat ini proses pemesan yang
di lakukan masih bersifat manual sehingga menimbulkan ketidakefektifan seperti kita harus
datang ke tempat pemesanan agar tahu barang apa saja yang tersedia dan juga untuk
melakukan proses pemesanan tentunya dengan waktu-waktu tertentu.
 
Berawal dari situlah pemikiran pembuatan toko pakaian yang dapat di akses dimana 
saja, melihat daftar barang yang tersedia untuk di pesan dan proses pemesanan tidak perlu
kita mendatangi toko pakaian tersebut, cukup dengan mengakses web tersebut semua
transaksi bisa di lakukan dengan efektif dan efisien",2845,http://eprints.amikom.ac.id/id/eprint/2845,"[{'nim': '18.21.1249', 'name': {'family': 'Wahyudi', 'given': 'Fegi', 'lineage': None, 'honourific': None}}]",2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,783,ANALISIS DAN PERANCANGAN SISTEM INFORMASI PENJUALAN BERBASIS WEB PADA TOKO NADIRAA HIJAB,"Sistem Informasi, Penjualan, PHP, Web","Nadiraa Hijab adalah sebuah toko yang menjual berbagai macam model
hijab dan beberapa busana wanita di Yogyakarta. Nadiraa Hijab saat ini
melakukan transaksi dengan pelanggan datang langsung ke toko dan juga melalui
media sosial. Perancangan fisik sistem informasi penjualan ini, menggunakan
bahasa pemrograman PHP dengan framework CodeIghniter, dan database
MySQL. Berdasarkan desain input-ouput dalam penelitian ini diperoleh gambaran
sistem informasi penjualan berbasis web yang mampu memenuhi spesifikasi
kebutuhan toko.
 
Tujuan penelitian ini adalah merancang sebuah sistem informasi berbasis 
web pada Nadiraa Hijab untuk membantu dan meningkatkan penjualan agar dapat
melakukan pemesanan secara online dan memberikan informasi produk terbaru
yang dijual kepada pelanggan melalui halaman website. 
Hasil yang dicapai bahwa sistem e-commerce membutuhkan sistem
penjualan yang berbasis website e-commerce, dengan adanya website e-commerce
ini diharapkan dapat mempermudah baik bagi pihak Nadiraa Hijab dalam
mengelola transaksi penjualan  produk maupun pelanggan dalam melakukan
transaksi produk dengan memanfaatkan media internet  sehingga dapat bekerja
secara efektif dan efisien sehingga target penjualan dapat berkembang.",2262,http://eprints.amikom.ac.id/id/eprint/2262,"[{'nim': '16.11.0027', 'name': {'family': 'Willanda', 'given': 'Ade', 'lineage': None, 'honourific': None}}]",2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,833,PERANCANGAN TOKO ONLINE ITEM GAME BERBASIS WEBSITE,"Buyer, Seller, Codeigniter,","Penelitian ini dilatarbelakangi oleh kesulitan buyer dan seller dalam
transaksi item game maupun akun game. Saat ini kebanyakan transaksi masih
menggunakan akun medsos seperti Instagram, Whatsapp, facebook, dll, sehingga
kemungkinan terjadinya kesalahan dalam melakukan transaksi sangatlah besar.
Penelitian ini bertujuan untuk membangun sistem transaksi item game
berbasis website yang akan dibangun dengan bahasa pemrogramman PHP dan
framework Codeigniter. Sistem yang akan dibuat diharapkan dapat mempermudah
Buyer dan Seller dalam menyelesaikan transaksi. Sistem akan memanipulasi tabeltabel
di
database
dan
manipulasi
dilakukan
sedemikian
rupa,
sehingga

Buyer
dan

Seller

yang umumnya awam akan teknologi informasi dapat memahami sistem
dengan mudah. 
Pemusatan data transaksi ke dalam database diharapkan dapat
mempermudah, mempercepat dan mengurangi resiko kesalahan dalam transaksi.
Transaksi akan dicatat dalam database, sehingga dapat mempermudah dan
meminimalisir tenaga buyer untuk menghitung laba. Selain itu, data yang disimpan
dalam database bisa dijadikan oleh Buyer untuk Bukti transaksi jika ada nya Kasus
penipuan baik dari internal maupun eksternal.",3571,http://eprints.amikom.ac.id/id/eprint/3571,"[{'nim': '19.21.1399', 'name': {'family': 'Abas', 'given': 'Ahmad Mustamid', 'lineage': None, 'honourific': None}}]",2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,853,"PEMBUATAN SISTEM KASIR MULTIPLATFORM BERBASIS WEB
MENGGUNAKAN FLASK FRAMEWORK 
PADA MICO FROZEN FOOD","Sistem Kasir, Multiplatform, Web, Mudah digunakan, Pengusaha","Dengan adanya pembukuan didalam jual-beli dapat mempermudah bagi
para pengusaha untuk mencatat dan merekap hasil jual-beli mereka. Tetapi hal itu
akan menyusahkan ketika semakin banyak pembeli dan produk yang akan dicatat
setelah tahun ke depannya. Dapat mengakibatkan tidak tahan lama dan tentunya
akan susah jika masih dilakukan pembukuan secara manual.
Sistem kasir multiplatform adalah alat bantu digital yang memudahkan bagi
pengusaha untuk mencatat produk yang akan dijual, pembukuan lebih mudah, dan
lebih mudah digunakan. Sistem kasir tersebut berbasis web yang dapat di buka di
Gadget maupun notebook. Memilih multiplatform dikarenakan perusahaan belum
mempunyai sistem multiplatform dan sehingga mendorong penulis untuk
membuatkan sistem tersebut. Perusahaan juga telah menyetujuinya untuk
menginginkan sistem multiplatform.  
Sistem kasir multiplatform didalam aplikasi tersebut terdapat menu dan
button yang mudah digunakan. Aplikasi tersebut juga dapat membuat kategori yang
mau di jual sendiri dan dapat mengupload gambar produk yang akan di jual. Yang
paling menonjol aplikasi tersebut dapat mencetak struk penjualan serta memberi
logo di struk penjualan tersebut. Aplikasi ini nantinya akan di gunakan pada
perusahaan mico frozen food, yang sebelumnya masih menggunakan sistem kasir
gratis yaitu kasir pintar dan menggunakan catatan manual. Sehingga di buatnya
sistem kasir ini dengan kelebihan yang sudah di jelaskan seperti halnya dapat di
gunakan di tablet, mobile, maupun desktop, dan ada laporan keuntungan serta
kerugiannya.",2225,http://eprints.amikom.ac.id/id/eprint/2225,"[{'nim': '17.11.1071', 'name': {'family': 'Afnan', 'given': 'Fatahilla', 'lineage': None, 'honourific': None}}]",2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,857,"PERANCANGAN SISTEM INFORMASI PENJUALAN
MAKANAN KOREA MENGGUNAKAN METODE
WATERFALL PADA KUBA ABEPURA","Informasi, Website, MySQL, Waterfall, Information","Setiap pemilik usaha diharapkan dapat memanfaatkan teknologi informasi
sebagai penunjang kegiatan operasional dalam menghasilkan sebuah informasi
yang cepat dan akurat. Begitu juga dengan outlet KUBA yang dari awal sampai
saat ini penjualan masih menggunakan nota secara manual, oleh karena itu
dirasakan masih banyak kekurangan yang terjadi, yaitu proses penjualan ataupun
pembayaran yang memperlambat waktu pekerjaan karena transaksi masih
menggunakan nota contohnya orang melakukan pembayaran kemudian dicatat
oleh kasir di dalam nota yang berisi jumlah makanan, nama makanan, harga satuan
dan total pembayaran.
Dengan permasalahan di atas penulis mengusulkan sistem informasi ini
menerapkan metode waterfall dalam pembangunannya, dan dibangun dengan
bahasa pemrograman PHP dan database MySQL. Sistem informasi ini mampu
mempermudah dalam melayanin dan membantu dalam laporan penjualan.
Adanya sistem penjualan ini pada KUBA Abepura agar mempermudah
dalam penjualan maupun pembayaran sehingga tidak mencatat pesanan secara
manual atau menggunakan nota yang kurang efesien dari segi waktu. Penelitian
ini diharapkan mempermudah pemilik untuk mengontrol dan mengelola data
penjualan.",1544,http://eprints.amikom.ac.id/id/eprint/1544,"[{'nim': '17.11.1280', 'name': {'family': 'Aisyah', 'given': 'Nurkhasanah B.', 'lineage': None, 'honourific': None}}]",2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,902,"RANCANG BANGUN SISTEM INFORMASI LAPORAN DATA BRANCH
INVENTORY CONTROL TOKO ASMUNAH KLATEN MENGGUNAKAN CODEIGNITER","sistem informasi, inventory control, codeigniter.","Pada saat ini teknologi informasi dan komputer berkembang sangat pesat. Fenomena
perkembangan ini merambah hampir di setiap sektor, baik sektor perdagangan, industri,
kesehatan, pendidikan dan pemerintahan. Salah satunya pada bidang Inventory control yang
merupakan kegiatan pengendalian persediaan, meliputi semua barang yang dimiliki oleh
perusahaan dan dipakai dalam proses produksi maupun berupa produk-produk jasa. 
Sehingga dengan persoalan tersebuat dibuatlah aplikasi  dengan dilatarbelakangi  masalah
yang dihadapi oleh tim pengontrol inventory (inventory kontrol) yang setiap pengecekan
mingguan dilakukan menemukan data barang di database toko dengan data barang di toko tidak
sama. Beberapa barang yang dicek ada yang tidak sesuai jumlahnya dengan database toko.
Pada toko retail hal ini bisa terjadi karena ada beberapa kemungkinan yang terjadi. Yang
pertama karena saat transaksi terjadi bisa saja saat sistem kasir error sehingga menggunakan
nota manual dan terjadilah pengurangan data pada toko sedangkan pada database toko barang
belum berkurang, kemungkinan selanjutnya adalah human eror atau kesalahan hitung dalam
transaksi yang dilakuka pihak kasir, kemungkinan lainnya adalah terjadinya kecurangan yang
terjadi pada toko entah dicuri oleh pelanggan ataupun kecurangan yang dilakukan oleh penjaga
toko ataupun pihak kasir dalam hal ini bisa dicek melalui cctv.  Semua kemungkinan tersebut
bisa diidentifikasi melalui pembuatan aplikasi ini dan dengan aplikasi ini laporan data yang
tidak sinkron bisa diminimalisir sehingga laporan-laporan ini nantinya dapat digunakan untuk
peningkatan kuantitas layanan maupun meminimalisasi kesalahan-kesalahan yang dapat
merugikan perusahaan maupun pelanggan. 
Penelitian ini diharapkan dapat memberikan informasi-informasi berupa laporan yang
diperlukan oleh pimpinan perusahaan selaku plant manager dengan efektif dan efisien sesuai 
dengan format laporan yang dibutuhkan, dan dapat mempermudah dalam pembuatan laporan 
mingguan. Berdasarkan uraian di atas penulis tertarik untuk mengambil judul “RANCANG
BANGUN SISTEM INFORMASI LAPORAN DATA BRANCH INVENTORY CONTROL
TOKO ASMUNAH KLATEN MENGGUNAKAN CODEIGNITER”.",1061,http://eprints.amikom.ac.id/id/eprint/1061,"[{'nim': '17.11.1273', 'name': {'family': 'Arif', 'given': 'Burhanudin Al', 'lineage': None, 'honourific': None}}]",2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,924,"PENGEMBANGAN APLIKASI TREND PENJUALAN PRODUK DI 
PLATFROM MARKETPLACE","Trend Produk, e-commerce","Saat ini menjual di situs e -commerce merupakan hal yang
wajar, semakin mudah para penjual di dunia untuk memulai
bisnisnya. Namun dengan fleksibilitas yang tinggi tersebut tidak
jarang para pembeli menemukan barang yang mirip dengan harga
yang beragam dari berbagai toko. 
Tentunya pembeli ingin produk yang murah dengan kualitas
yang tinggi terlepas dari merek, karena hal tersebut ketika  pembeli
dihadapkan dengan dua atau lebih barang yang kualitasnya sama
namun beragam harganya, semestinya pembeli cenderung membeli
harga yang lebih murah. Disinilah pentingnya para penjual untuk
memerhatikan trend umum pasar dan memantau pergerakan pesaing
lebih ketat seperti melihat penjualan rata - rata dalam satu bulan,
keuntungan rata - rata dari satu produk. 
Dengan melihat pergerakan kompetitor, maka penjual ya ng
menggunakan sistem ini dapat melakukan tindakan untuk mengatasi
kompetitor. Luaran dari penelitian ini adalah perangkat lunak yang
melakukan ekstraksi data profil dan histori dari suatu produk dan
menampilkan informasi berupa grafik penjualan, persediaa n, serta
profil dari produk yang ingin dilihat.",1582,http://eprints.amikom.ac.id/id/eprint/1582,"[{'nim': '17.11.1078', 'name': {'family': 'Bahri', 'given': 'Aldino', 'lineage': None, 'honourific': None}}]",2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,933,"APLIKASI E-BUSINESS SEBAGAI MEDIA PROMOSI DAN PENJUALAN
BERBASIS CRM PADA PERUSAHAAN 
MAIMO CLOTHING","Aplikasi E-Business, Promosi, Penjualan, CRM(Customer Relationship
Management)","Perusahaan Maimo Clothing merupakan perusahaan yang berlokasi di
Yogyakarta yang menjual kebutuhan konveksi seperti kaos, celana, jaket dan banyak
produk lainnya. Dalam melaksanakan peningkatan layanan wirausaha dan keuntungan
perusahaan, perusahaan di tuntut untuk melakukan pelayanan dengan cepat dan tepat
sasaran. Dalam proses bisnisnya perusahaan maimo clothing masih menggunakan cara
manual dalam bertransaksi yaitu proses transaksi terjadi hanya jika konsumen datang
ke toko maimo clothing. Kemudian perusahaan maimo clothing masih sangat sulit
mendapatkan pelanggan baru atau sulit mempertahankan pelanggan yang sudah ada
karena tidak adanya sistem manajemen pelanggan. 
Dengan meninjau  hal-hal yang telah diuraikan diatas,  maka penulis
berencana akan membuat suatu aplikasi e-business sebagai media promosi dan
penjualan berbasis CRM(Customer Relationship Management). Penulis menggunakan
metode waterfall sebagai metode pengembangan aplikasi, analisis PIECES, UML,
pereancangan antarmuka dan perancangan database. 
Aplikasi yang dihasilkan yaitu aplikasi e-business berbasis website admin dan
user. Aplikasi admin ditujukan untuk pihak perusahaan agar dapat mengelola data
untuk aplikasi itu sendiri. Kemudian aplikasi user ditujukan untuk pelanggan
perusahaan untuk melakukan transaksi pembelian produk dan transaksi lainnya.",1073,http://eprints.amikom.ac.id/id/eprint/1073,"[{'nim': '15.11.9122', 'name': {'family': 'Brilyansyah', 'given': 'LM. Anang', 'lineage': None, 'honourific': None}}]",2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
